image_path,label,score,p_cross,p0_cross,p1_cross,p_target,decision_native,decision_target,decision_target_realistic
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/good/010.png,0,0.8069840669631958,0.8275862068965516,0.8245614035087719,0.8421052631578947,0.032648727562294665,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/good/011.png,0,0.516533613204956,0.6720977596741344,0.6515151515151515,0.7142857142857143,0.014207394355474677,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/good/012.png,0,0.4590176343917846,0.6779661016949153,0.6724137931034483,0.6896551724137931,0.014586983785322296,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/good/013.png,0,0.5254632234573364,0.7022194821208384,0.6567164179104478,0.8095238095238095,0.016310801824054713,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/good/014.png,0,0.7016207575798035,0.8103448275862069,0.8070175438596491,0.8245614035087719,0.02916691893200943,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/good/015.png,0,0.5217320919036865,0.6779661016949153,0.6724137931034483,0.6896551724137931,0.014586983785322296,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/good/016.png,0,0.4421342611312866,0.689655172413793,0.6842105263157895,0.7017543859649122,0.015384904031970572,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/good/017.png,0,0.4100867509841919,0.6615384615384615,0.65625,0.671875,0.013556845707255178,escalate,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/good/018.png,0,1.0,0.8426966292134832,0.8133333333333334,1.0,0.036300747264163206,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/good/019.png,0,0.5518323183059692,0.7936210131332082,0.7777777777777778,0.8545454545454545,0.026327014829533976,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/good/020.png,0,0.5497941970825195,0.7777777777777777,0.7647058823529411,0.8235294117647058,0.02401874633860572,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/good/021.png,0,0.4542582035064697,0.6909090909090909,0.6851851851851852,0.7037037037037037,0.01547400307890947,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/good/022.png,0,0.6830917596817017,0.8135593220338984,0.8103448275862069,0.8275862068965517,0.029769017834182947,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/good/023.png,0,0.760800838470459,0.8392857142857143,0.8363636363636363,0.8545454545454545,0.03541888762268867,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/good/024.png,0,0.4214943051338196,0.6779661016949153,0.6724137931034483,0.6896551724137931,0.014586983785322296,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/good/025.png,0,0.5237411856651306,0.669581511555278,0.6567164179104478,0.6956521739130435,0.014048676208251044,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/good/026.png,0,0.4875699281692505,0.6671572234486141,0.6617647058823529,0.6779661016949152,0.013897981191116297,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/good/027.png,0,0.389943391084671,0.5912408759124087,0.5555555555555556,0.6428571428571429,0.01006799916327378,escalate,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/good/028.png,0,0.4405492544174194,0.7017543859649124,0.6964285714285714,0.7142857142857143,0.01627516945031608,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/good/029.png,0,0.6567631959915161,0.8392857142857143,0.8363636363636363,0.8545454545454545,0.03541888762268867,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/good/030.png,0,0.3989210128784179,0.6615384615384615,0.65625,0.671875,0.013556845707255178,escalate,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/good/031.png,0,0.9121742248535156,0.8266199649737304,0.8135593220338984,0.8888888888888888,0.03243600208507579,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/good/032.png,0,0.5500585436820984,0.7866666666666667,0.7777777777777778,0.8194444444444444,0.025272945724285647,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/good/033.png,0,0.3924869298934936,0.5714285714285715,0.5,0.6666666666666666,0.009288101036416153,escalate,pass,pass
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/good/034.png,0,0.5504018068313599,0.7647058823529411,0.75,0.8125,0.022341451146414042,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/good/035.png,0,0.502670407295227,0.6779661016949153,0.6724137931034483,0.6896551724137931,0.014586983785322296,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/good/036.png,0,0.4147043526172638,0.6477732793522267,0.625,0.6896551724137931,0.012766197599721321,escalate,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/good/037.png,0,0.4480445086956024,0.6909090909090909,0.6851851851851852,0.7037037037037037,0.01547400307890947,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/good/038.png,0,0.4453951716423034,0.689655172413793,0.6842105263157895,0.7017543859649122,0.015384904031970572,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/good/039.png,0,0.666877269744873,0.8243064729194187,0.8205128205128205,0.8421052631578947,0.03193580882453904,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/good/040.png,0,0.4639365077018738,0.7017543859649124,0.6964285714285714,0.7142857142857143,0.01627516945031608,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/manipulated_front/000.png,1,0.5847251415252686,0.8082191780821918,0.8055555555555556,0.8194444444444444,0.028779460578444552,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/manipulated_front/001.png,1,0.5281198024749756,0.709090909090909,0.6666666666666666,0.8125,0.016850202855787966,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/manipulated_front/002.png,1,0.6788710951805115,0.8243064729194187,0.8205128205128205,0.8421052631578947,0.03193580882453904,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/manipulated_front/003.png,1,0.418120265007019,0.6444444444444444,0.6363636363636364,0.6590909090909091,0.0125840080436048,escalate,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/manipulated_front/004.png,1,0.56572425365448,0.784786641929499,0.7777777777777778,0.8103448275862069,0.024999315304458865,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/manipulated_front/005.png,1,0.4978307485580444,0.6615776081424937,0.65,0.6842105263157895,0.013559184057655787,escalate,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/manipulated_front/006.png,1,0.4295991659164428,0.6779661016949153,0.6724137931034483,0.6896551724137931,0.014586983785322296,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/manipulated_front/007.png,1,0.4558684229850769,0.6779661016949153,0.6724137931034483,0.6896551724137931,0.014586983785322296,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/manipulated_front/008.png,1,0.6107192039489746,0.8225806451612904,0.819672131147541,0.8360655737704918,0.03157084188911705,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/manipulated_front/009.png,1,0.4372620582580566,0.6779661016949153,0.6724137931034483,0.6896551724137931,0.014586983785322296,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/manipulated_front/010.png,1,0.7638428211212158,0.7966101694915254,0.7931034482758621,0.8103448275862069,0.026801485417043344,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/manipulated_front/011.png,1,0.4104980528354645,0.608695652173913,0.5714285714285714,0.6666666666666666,0.010819369309935344,escalate,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/manipulated_front/012.png,1,1.0,0.7966101694915254,0.7931034482758621,0.8103448275862069,0.026801485417043344,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/manipulated_front/013.png,1,0.5517428517341614,0.7647058823529411,0.75,0.8125,0.022341451146414042,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/manipulated_front/014.png,1,0.4973762035369873,0.6615776081424937,0.65,0.6842105263157895,0.013559184057655787,escalate,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/manipulated_front/015.png,1,0.4443057775497436,0.653061224489796,0.6458333333333334,0.6666666666666666,0.013062654944792364,escalate,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/manipulated_front/016.png,1,0.54217529296875,0.7499999999999999,0.7368421052631579,0.7894736842105263,0.020658380920389637,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/manipulated_front/017.png,1,0.4971290230751037,0.6615384615384615,0.65625,0.671875,0.013556845707255178,escalate,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/manipulated_front/018.png,1,0.5946858525276184,0.8082191780821918,0.8055555555555556,0.8194444444444444,0.028779460578444552,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/manipulated_front/019.png,1,0.5535286664962769,0.7912087912087912,0.7777777777777778,0.8421052631578947,0.025953701831353683,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/manipulated_front/020.png,1,0.43900927901268,0.6615384615384615,0.65625,0.671875,0.013556845707255178,escalate,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/manipulated_front/021.png,1,0.605360209941864,0.7966101694915254,0.7931034482758621,0.8103448275862069,0.026801485417043344,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/manipulated_front/022.png,1,0.4226025342941284,0.6633416458852868,0.6428571428571429,0.7037037037037037,0.013665108364835586,escalate,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/manipulated_front/023.png,1,0.524038553237915,0.6671572234486141,0.6617647058823529,0.6779661016949152,0.013897981191116297,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/scratch_head/000.png,1,0.6019766330718994,0.8135593220338984,0.8103448275862069,0.8275862068965517,0.029769017834182947,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/scratch_head/001.png,1,0.4428255558013916,0.6615384615384615,0.65625,0.671875,0.013556845707255178,escalate,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/scratch_head/002.png,1,0.4186463356018066,0.6511627906976745,0.6428571428571429,0.6666666666666666,0.012955209732206336,escalate,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/scratch_head/003.png,1,0.5372593998908997,0.7499999999999999,0.7368421052631579,0.7894736842105263,0.020658380920389637,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/scratch_head/004.png,1,0.4060261845588684,0.6023468057366362,0.5454545454545454,0.6885245901639344,0.010538573281250607,escalate,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/scratch_head/005.png,1,0.6917479038238525,0.8082191780821918,0.8055555555555556,0.8194444444444444,0.028779460578444552,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/scratch_head/006.png,1,0.4425690472126007,0.689655172413793,0.6842105263157895,0.7017543859649122,0.015384904031970572,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/scratch_head/007.png,1,0.5711601972579956,0.8243064729194187,0.8205128205128205,0.8421052631578947,0.03193580882453904,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/scratch_head/008.png,1,0.5601069331169128,0.7673469387755103,0.75,0.8245614035087719,0.022665588473130938,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/scratch_head/009.png,1,0.9099795818328856,0.8103448275862069,0.8070175438596491,0.8245614035087719,0.02916691893200943,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/scratch_head/010.png,1,0.9551732540130616,0.8392857142857143,0.8363636363636363,0.8545454545454545,0.03541888762268867,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/scratch_head/011.png,1,0.7238554954528809,0.7966101694915254,0.7931034482758621,0.8103448275862069,0.026801485417043344,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/scratch_head/012.png,1,0.5682112574577332,0.7750540735400144,0.76,0.8269230769230769,0.023653672665370433,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/scratch_head/013.png,1,0.6473197937011719,0.8076923076923077,0.803921568627451,0.8235294117647058,0.028684701492537313,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/scratch_head/014.png,1,0.3926599323749542,0.5223880597014926,0.42857142857142855,0.625,0.00763188265515059,escalate,pass,pass
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/scratch_head/015.png,1,0.6312668919563293,0.8135593220338984,0.8103448275862069,0.8275862068965517,0.029769017834182947,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/scratch_head/016.png,1,0.4208168387413025,0.6633416458852868,0.6428571428571429,0.7037037037037037,0.013665108364835586,escalate,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/scratch_head/017.png,1,0.4456044435501098,0.6444444444444446,0.6363636363636365,0.6590909090909091,0.012584008043604811,escalate,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/scratch_head/018.png,1,0.5675480365753174,0.7750540735400144,0.76,0.8269230769230769,0.023653672665370433,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/scratch_head/019.png,1,0.5153754353523254,0.689655172413793,0.6842105263157895,0.7017543859649122,0.015384904031970572,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/scratch_head/020.png,1,0.4528980851173401,0.6444444444444446,0.6363636363636365,0.6590909090909091,0.012584008043604811,escalate,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/scratch_head/021.png,1,0.5591720938682556,0.7783439490445859,0.7692307692307693,0.8103448275862069,0.024095724983047084,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/scratch_head/022.png,1,0.5620182752609253,0.7673469387755103,0.75,0.8245614035087719,0.022665588473130938,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/scratch_head/023.png,1,0.5289990901947021,0.6965699208443272,0.6805555555555556,0.7333333333333333,0.015885199203391896,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/scratch_neck/000.png,1,0.457810640335083,0.6909090909090909,0.6851851851851852,0.7037037037037037,0.01547400307890947,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/scratch_neck/001.png,1,0.4261306524276733,0.6521739130434783,0.6444444444444445,0.6666666666666666,0.013012292914118867,escalate,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/scratch_neck/002.png,1,0.3167837858200073,0.39759036144578314,0.0,0.66,0.004619276688869694,escalate,pass,pass
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/scratch_neck/003.png,1,0.8335404396057129,0.8392857142857143,0.8363636363636363,0.8545454545454545,0.03541888762268867,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/scratch_neck/004.png,1,0.5819202065467834,0.8135593220338984,0.8103448275862069,0.8275862068965517,0.029769017834182947,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/scratch_neck/005.png,1,0.6965707540512085,0.7966101694915254,0.7931034482758621,0.8103448275862069,0.026801485417043344,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/scratch_neck/006.png,1,0.692981481552124,0.7966101694915254,0.7931034482758621,0.8103448275862069,0.026801485417043344,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/scratch_neck/007.png,1,0.382913738489151,0.49295774647887325,0.42857142857142855,0.5555555555555556,0.0067896532308813285,escalate,pass,pass
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/scratch_neck/008.png,1,0.7810866832733154,0.8392857142857143,0.8363636363636363,0.8545454545454545,0.03541888762268867,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/scratch_neck/009.png,1,0.5966787338256836,0.8135593220338984,0.8103448275862069,0.8275862068965517,0.029769017834182947,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/scratch_neck/010.png,1,0.5342714786529541,0.6965699208443272,0.6805555555555556,0.7333333333333333,0.015885199203391896,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/scratch_neck/011.png,1,0.5257229804992676,0.7044776119402985,0.65625,0.8194444444444444,0.016485360638560674,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/scratch_neck/012.png,1,0.5311790704727173,0.7174392935982341,0.68,0.8125,0.01753997996559137,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/scratch_neck/013.png,1,0.5194416046142578,0.6909090909090909,0.6851851851851852,0.7037037037037037,0.01547400307890947,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/scratch_neck/014.png,1,0.4175525307655334,0.6477732793522267,0.625,0.6896551724137931,0.012766197599721321,escalate,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/scratch_neck/015.png,1,0.9479973912239076,0.8392857142857143,0.8363636363636363,0.8545454545454545,0.03541888762268867,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/scratch_neck/016.png,1,0.609929084777832,0.7966101694915254,0.7931034482758621,0.8103448275862069,0.026801485417043344,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/scratch_neck/017.png,1,0.4895967245101928,0.6615384615384615,0.65625,0.671875,0.013556845707255178,escalate,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/scratch_neck/018.png,1,0.5705453157424927,0.8392857142857143,0.8363636363636363,0.8545454545454545,0.03541888762268867,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/scratch_neck/019.png,1,0.7268038988113403,0.7966101694915254,0.7931034482758621,0.8103448275862069,0.026801485417043344,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/scratch_neck/020.png,1,0.7433289885520935,0.8076923076923077,0.803921568627451,0.8235294117647058,0.028684701492537313,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/scratch_neck/021.png,1,0.5744894742965698,0.8103448275862069,0.8070175438596491,0.8245614035087719,0.02916691893200943,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/scratch_neck/022.png,1,0.6241843700408936,0.8243064729194187,0.8205128205128205,0.8421052631578947,0.03193580882453904,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/scratch_neck/023.png,1,0.4628923535346985,0.653061224489796,0.6458333333333334,0.6666666666666666,0.013062654944792364,escalate,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/scratch_neck/024.png,1,0.5559030175209045,0.7839272175890826,0.7727272727272727,0.8245614035087719,0.024875764935346115,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/thread_side/000.png,1,0.6229965686798096,0.8082191780821918,0.8055555555555556,0.8194444444444444,0.028779460578444552,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/thread_side/001.png,1,0.4247527420520782,0.653061224489796,0.6458333333333334,0.6666666666666666,0.013062654944792364,escalate,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/thread_side/002.png,1,0.8472816944122314,0.8135593220338984,0.8103448275862069,0.8275862068965517,0.029769017834182947,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/thread_side/003.png,1,0.4710787534713745,0.7017543859649124,0.6964285714285714,0.7142857142857143,0.01627516945031608,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/thread_side/004.png,1,0.4931391477584839,0.689655172413793,0.6842105263157895,0.7017543859649122,0.015384904031970572,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/thread_side/005.png,1,0.3985931873321533,0.5912408759124087,0.5555555555555556,0.6428571428571429,0.01006799916327378,escalate,pass,escalate
